IT1744A;basilicata
IT1193A;basilicata
IT2215A;campania
IT0898A;campania
IT1504A;campania
IT1497A;campania
IT2214A;campania
IT2073A;emiliaromagna
IT1588A;lombardia
IT0777A;lombardia
IT0705A;lombardia
IT1876A;lombardia
IT1463A;lombardia
IT1743A;lombardia
IT1967A;lombardia
IT1388A;lombardia
IT1692A;lombardia
IT2257A;lazio
IT2171A;lazio
IT0870A;lazio
IT0872A;lazio
IT0888A;lazio
IT0991A;lazio
IT2247A;lazio
IT1183A;lazio
IT2250A;lazio
IT1184A;lazio
IT2252A;lazio
IT2254A;lazio
IT1802A;molise
IT1582A;piemonte
IT1532A;piemonte
IT1114A;piemonte
IT2102A;piemonte
IT1904A;piemonte
IT1607A;puglia
IT2151A;puglia
IT1704A;puglia
IT1658A;puglia
IT2274A;sicilia
IT1346A;sicilia
IT1552A;sicilia
IT2206A;sicilia
IT1397A;sardegna
IT2240A;toscana
IT2032A;toscana
IT1071A;toscana
IT1186A;toscana
IT1862A;veneto
IT1590A;veneto
IT2245A;veneto
IT1791A;veneto
IT1594A;veneto
IT1596A;veneto
IT1182A;umbria
IT2100A;umbria
IT1011A;umbria
IT2109A;umbria
