IT2203A;basilicata
IT2205A;basilicata
IT2202A;basilicata
IT1583A;basilicata
IT1585A;basilicata
IT1897A;basilicata
IT2273A;campania
IT2216A;campania
IT2214A;campania
IT2210A;campania
IT2218A;campania
IT2270A;campania
IT2219A;campania
IT1493A;campania
IT1488A;campania
IT1487A;campania
IT2073A;emiliaromagna
IT2075A;emiliaromagna
IT0544A;emiliaromagna
IT2074A;emiliaromagna
IT0187A;emiliaromagna
IT2158A;emiliaromagna
IT2097A;emiliaromagna
IT0903A;emiliaromagna
IT0892A;emiliaromagna
IT0804A;emiliaromagna
IT0895A;emiliaromagna
IT2027A;emiliaromagna
IT1451A;emiliaromagna
IT1908A;emiliaromagna
IT1159A;emiliaromagna
IT1029A;emiliaromagna
IT1918A;emiliaromagna
IT1163A;emiliaromagna
IT1911A;emiliaromagna
IT1924A;emiliaromagna
IT1179A;emiliaromagna
IT1923A;emiliaromagna
IT1910A;emiliaromagna
IT1921A;emiliaromagna
IT1152A;emiliaromagna
IT1920A;emiliaromagna
IT1771A;emiliaromagna
IT1914A;emiliaromagna
IT2261A;friuliveneziagiulia
IT2131A;friuliveneziagiulia
IT2263A;friuliveneziagiulia
IT2140A;friuliveneziagiulia
IT2115A;friuliveneziagiulia
IT2201A;friuliveneziagiulia
IT2280A;friuliveneziagiulia
IT2200A;friuliveneziagiulia
IT2169A;friuliveneziagiulia
IT2182A;friuliveneziagiulia
IT2152A;friuliveneziagiulia
IT2262A;friuliveneziagiulia
IT2133A;friuliveneziagiulia
IT1112A;friuliveneziagiulia
IT1097A;friuliveneziagiulia
IT1475A;friuliveneziagiulia
IT1090A;friuliveneziagiulia
IT1170A;friuliveneziagiulia
IT1166A;friuliveneziagiulia
IT0706A;lombardia
IT2062A;lombardia
IT0692A;lombardia
IT0709A;lombardia
IT0771A;lombardia
IT0477A;lombardia
IT0839A;lombardia
IT0846A;lombardia
IT0906A;lombardia
IT0908A;lombardia
IT0912A;lombardia
IT0840A;lombardia
IT0776A;lombardia
IT0705A;lombardia
IT1792A;lombardia
IT1464A;lombardia
IT1286A;lombardia
IT1034A;lombardia
IT1868A;lombardia
IT1385A;lombardia
IT1964A;lombardia
IT1869A;lombardia
IT1588A;lombardia
IT1463A;lombardia
IT1190A;lombardia
IT1388A;lombardia
IT1287A;lombardia
IT1153A;lombardia
IT1459A;lombardia
IT1104A;lombardia
IT1826A;lombardia
IT2007A;lombardia
IT1812A;lombardia
IT1737A;lombardia
IT1873A;lombardia
IT1692A;lombardia
IT1743A;lombardia
IT1874A;lombardia
IT1965A;lombardia
IT2173A;lazio
IT0885A;lazio
IT0884A;lazio
IT0870A;lazio
IT0868A;lazio
IT0867A;lazio
IT0865A;lazio
IT2249A;lazio
IT0863A;lazio
IT2248A;lazio
IT0952A;lazio
IT2023A;lazio
IT2172A;lazio
IT1835A;lazio
IT0991A;lazio
IT1200A;lazio
IT0992A;lazio
IT1183A;lazio
IT2250A;lazio
IT0591A;patrento
IT0753A;patrento
IT1930A;patrento
IT1859A;patrento
IT1037A;patrento
IT2168A;piemonte
IT0643A;piemonte
IT1878A;piemonte
IT1524A;piemonte
IT1676A;piemonte
IT1903A;piemonte
IT1788A;piemonte
IT1877A;piemonte
IT1948A;piemonte
IT1830A;piemonte
IT1509A;piemonte
IT2151A;puglia
IT2021A;puglia
IT2139A;puglia
IT2150A;puglia
IT2149A;puglia
IT2148A;puglia
IT1660A;puglia
IT1704A;puglia
IT1607A;puglia
IT1658A;puglia
IT1609A;puglia
IT1613A;puglia
IT1611A;puglia
IT0614A;sicilia
IT0620A;sicilia
IT1348A;sicilia
IT2281A;sicilia
IT1890A;sicilia
IT1898A;sicilia
IT1076A;sicilia
IT1888A;sicilia
IT1079A;sicilia
IT1346A;sicilia
IT1889A;sicilia
IT2040A;sardegna
IT2009A;sardegna
IT1277A;sardegna
IT2005A;sardegna
IT1347A;sardegna
IT1407A;sardegna
IT1375A;sardegna
IT1309A;sardegna
IT1269A;sardegna
IT2049A;sardegna
IT0063A;toscana
IT2032A;toscana
IT0945A;toscana
IT2241A;toscana
IT2154A;toscana
IT0948A;toscana
IT0950A;toscana
IT0862A;toscana
IT0861A;toscana
IT0860A;toscana
IT2239A;toscana
IT0832A;toscana
IT2240A;toscana
IT1593A;toscana
IT2183A;toscana
IT2242A;toscana
IT1560A;toscana
IT2184A;toscana
IT1187A;toscana
IT1551A;toscana
IT1592A;toscana
IT1071A;toscana
IT1819A;toscana
IT1110A;toscana
IT1149A;toscana
IT1654A;toscana
IT1553A;toscana
IT1409A;toscana
IT1681A;toscana
IT1571A;toscana
IT1001A;toscana
IT1557A;toscana
IT0448A;veneto
IT2231A;veneto
IT2072A;veneto
IT2243A;veneto
IT1596A;veneto
IT2070A;veneto
IT1328A;veneto
IT1619A;veneto
IT1594A;veneto
IT1535A;veneto
IT1213A;veneto
IT1177A;veneto
IT1848A;veneto
IT1936A;veneto
IT1590A;veneto
IT1790A;veneto
IT1880A;veneto
IT0988A;valleaosta
IT2233A;valleaosta
IT0983A;valleaosta
IT2113A;umbria
IT2100A;umbria
IT2105A;umbria
IT2109A;umbria
IT2134A;umbria
IT1900A;umbria
IT2004A;umbria
IT1902A;umbria
IT1180A;umbria
IT1901A;umbria
IT1182A;umbria
